,Train loss,Train accuracy,Train Error,Test loss,Test accuracy,Test Error,Valid loss,Valid accuracy,Valid Error
Simple MLP,42.81564652919769,82.03843235969543,17.961567640304565,47.157734632492065,80.1995038986206,19.800496101379395,44.72436010837555,76.1904776096344,23.8095223903656
